symbol,date,time,side,entry,stop_loss,tp1,tp2,tp3,tp4
MONUSDT,2025-11-21,21:30,short,0.03079,0.031868,0.030451,0.03002,0.029558,0.028943
MOODENGUSDT,2025-11-21,21:30,short,0.06905,0.071467,0.06829,0.067324,0.066288,0.064907
SPXUSDT,2025-11-21,21:30,short,0.4615,0.477652,0.456424,0.449962,0.44304,0.43381
SOMIUSDT,2025-11-21,21:30,short,0.2647,0.273964,0.261788,0.258082,0.254112,0.248818
PUMPBTCUSDT,2025-11-21,21:30,short,0.02821,0.029197,0.0279,0.027505,0.027082,0.026517
ESPORTSUSDT,2025-11-21,21:30,long,0.40201,0.38794,0.406432,0.41206,0.41809,0.426131
AVNTUSDT,2025-11-21,21:30,short,0.3982,0.412137,0.39382,0.388245,0.382272,0.374308
TAUSDT,2025-11-21,21:30,short,0.02556,0.026455,0.025279,0.024921,0.024538,0.024026
PENGUUSDT,2025-11-21,21:30,short,0.010285,0.010645,0.010172,0.010028,0.009874,0.009668
STOUSDT,2025-11-21,17:30,short,0.11586,0.119915,0.114586,0.112964,0.111226,0.108908
XANUSDT,2025-11-21,17:30,short,0.03505,0.036277,0.034664,0.034174,0.033648,0.032947
CETUSUSDT,2025-11-21,17:30,short,0.02907,0.030087,0.02875,0.028343,0.027907,0.027326
POPCATUSDT,2025-11-21,17:30,short,0.0926,0.095841,0.091581,0.090285,0.088896,0.087044
CHILLGUYUSDT,2025-11-21,17:30,short,0.01588,0.016436,0.015705,0.015483,0.015245,0.014927
FFUSDT,2025-11-21,17:30,short,0.12607,0.130482,0.124683,0.122918,0.121027,0.118506
XNYUSDT,2025-11-21,17:30,short,0.003386,0.003505,0.003349,0.003301,0.003251,0.003183
SQDUSDT,2025-11-21,17:30,short,0.04753,0.049194,0.047007,0.046342,0.045629,0.044678
PROVEUSDT,2025-11-21,17:30,short,0.4451,0.460678,0.440204,0.433972,0.427296,0.418394
GIGGLEUSDT,2025-11-21,17:30,short,103.81,107.44335,102.66809,101.21475,99.6576,97.5814
NOMUSDT,2025-11-21,17:30,short,0.01032,0.010681,0.010206,0.010062,0.009907,0.009701
HEIUSDT,2025-11-21,17:30,short,0.2088,0.216108,0.206503,0.20358,0.200448,0.196272
CCUSDT,2025-11-21,17:30,short,0.0743,0.0769,0.073483,0.072443,0.071328,0.069842
BONKUSDT,2025-11-21,17:30,short,0.008764,0.009071,0.008668,0.008545,0.008413,0.008238
BIOUSDT,2025-11-21,17:30,short,0.05872,0.060775,0.058074,0.057252,0.056371,0.055197
AGTUSDT,2025-11-20,13:30,short,0.003068,0.003175,0.003034,0.002991,0.002945,0.002884
ALCHUSDT,2025-11-20,13:30,long,0.19397,0.187181,0.196104,0.198819,0.201729,0.205608
BASUSDT,2025-11-20,13:30,short,0.004948,0.005121,0.004894,0.004824,0.00475,0.004651
TNSRUSDT,2025-11-20,13:30,long,0.11974,0.115549,0.121057,0.122733,0.12453,0.126924
AIOTUSDT,2025-11-20,09:30,short,0.4605,0.476617,0.455435,0.448987,0.44208,0.43287
HEIUSDT,2025-11-20,09:30,long,0.2204,0.212686,0.222824,0.22591,0.229216,0.233624
NAORISUSDT,2025-11-20,09:30,long,0.02575,0.024849,0.026033,0.026394,0.02678,0.027295
BTRUSDT,2025-11-20,09:30,short,0.03746,0.038771,0.037048,0.036524,0.035962,0.035212
BANUSDT,2025-11-20,09:30,long,0.06154,0.059386,0.062217,0.063078,0.064002,0.065232
SPXUSDT,2025-11-20,09:30,long,0.5854,0.564911,0.591839,0.600035,0.608816,0.620524
DOLOUSDT,2025-11-20,09:30,long,0.05076,0.048983,0.051318,0.052029,0.05279,0.053806
VFYUSDT,2025-11-20,09:30,short,0.0409,0.042331,0.04045,0.039877,0.039264,0.038446
STOUSDT,2025-11-20,09:30,short,0.13475,0.139466,0.133268,0.131381,0.12936,0.126665
FARTCOINUSDT,2025-11-20,09:30,long,0.2837,0.27377,0.286821,0.290793,0.295048,0.300722
MYXUSDT,2025-11-20,09:30,long,3.088,2.97992,3.121968,3.1652,3.21152,3.27328
ZORAUSDT,2025-11-20,09:30,long,0.05928,0.057205,0.059932,0.060762,0.061651,0.062837
PENGUUSDT,2025-11-20,05:30,short,0.012063,0.012485,0.01193,0.011761,0.01158,0.011339
PROVEUSDT,2025-11-20,05:30,short,0.4957,0.513049,0.490247,0.483307,0.475872,0.465958
CETUSUSDT,2025-11-20,05:30,short,0.03308,0.034238,0.032716,0.032253,0.031757,0.031095
AIXBTUSDT,2025-11-20,05:30,short,0.0526,0.054441,0.052021,0.051285,0.050496,0.049444
AVAAIUSDT,2025-11-20,05:30,short,0.01187,0.012285,0.011739,0.011573,0.011395,0.011158
MOODENGUSDT,2025-11-20,05:30,short,0.07597,0.078629,0.075134,0.074071,0.072931,0.071412
BASUSDT,2025-11-20,05:30,short,0.00504,0.005216,0.004985,0.004914,0.004838,0.004738
EULUSDT,2025-11-20,05:30,short,4.155,4.300425,4.109295,4.051125,3.9888,3.9057
MAVIAUSDT,2025-11-20,05:30,short,0.06785,0.070225,0.067104,0.066154,0.065136,0.063779
XPLUSDT,2025-11-20,05:30,short,0.2393,0.247675,0.236668,0.233318,0.229728,0.224942
BONKUSDT,2025-11-20,05:30,short,0.010089,0.010442,0.009978,0.009837,0.009685,0.009484
TNSRUSDT,2025-11-20,05:30,long,0.07754,0.074826,0.078393,0.079478,0.080642,0.082192
XNYUSDT,2025-11-19,05:30,long,0.004479,0.004322,0.004528,0.004591,0.004658,0.004748
VFYUSDT,2025-11-19,05:30,long,0.04711,0.045461,0.047628,0.048288,0.048994,0.049937
SPXUSDT,2025-11-19,05:30,long,0.5427,0.523705,0.54867,0.556267,0.564408,0.575262
LIGHTUSDT,2025-11-19,05:30,short,1.6479,1.705576,1.629773,1.606702,1.581984,1.549026
XANUSDT,2025-11-19,05:30,long,0.05395,0.052062,0.054543,0.055299,0.056108,0.057187
HEIUSDT,2025-11-19,01:30,long,0.2186,0.210949,0.221005,0.224065,0.227344,0.231716
FFUSDT,2025-11-19,01:30,long,0.14456,0.1395,0.14615,0.148174,0.150342,0.153234
ASTERUSDT,2025-11-19,01:30,long,1.3541,1.306706,1.368995,1.387952,1.408264,1.435346
AVAAIUSDT,2025-11-18,17:30,long,0.01243,0.011995,0.012567,0.012741,0.012927,0.013176
LIGHTUSDT,2025-11-18,17:30,long,1.8708,1.805322,1.891379,1.91757,1.945632,1.983048
AIXBTUSDT,2025-11-18,17:30,long,0.05135,0.049553,0.051915,0.052634,0.053404,0.054431
FFUSDT,2025-11-18,17:30,long,0.14388,0.138844,0.145463,0.147477,0.149635,0.152513
AGTUSDT,2025-11-18,17:30,short,0.003292,0.003407,0.003256,0.00321,0.00316,0.003094
ASTERUSDT,2025-11-18,17:30,long,1.3511,1.303811,1.365962,1.384877,1.405144,1.432166
AKEUSDT,2025-11-18,17:30,long,0.000432,0.000417,0.000437,0.000443,0.000449,0.000458
VFYUSDT,2025-11-18,13:30,long,0.04533,0.043743,0.045829,0.046463,0.047143,0.04805
XNYUSDT,2025-11-18,13:30,long,0.004492,0.004335,0.004541,0.004604,0.004672,0.004762
HEIUSDT,2025-11-18,13:30,long,0.2146,0.207089,0.216961,0.219965,0.223184,0.227476
XANUSDT,2025-11-18,13:30,long,0.03189,0.030774,0.032241,0.032687,0.033166,0.033803
AVAAIUSDT,2025-11-18,09:30,long,0.01282,0.012371,0.012961,0.01314,0.013333,0.013589
BRETTUSDT,2025-11-18,09:30,short,0.01755,0.018164,0.017357,0.017111,0.016848,0.016497
JCTUSDT,2025-11-18,09:30,long,0.003987,0.003847,0.004031,0.004087,0.004146,0.004226
LIGHTUSDT,2025-11-18,09:30,long,1.9165,1.849422,1.937581,1.964412,1.99316,2.03149
XPLUSDT,2025-11-18,09:30,long,0.2575,0.248488,0.260332,0.263937,0.2678,0.27295
TRADOORUSDT,2025-11-18,01:30,long,2.767,2.670155,2.797437,2.836175,2.87768,2.93302
ASTERUSDT,2025-11-17,13:30,long,1.2191,1.176432,1.23251,1.249578,1.267864,1.292246
MYXUSDT,2025-11-17,13:30,short,2.511,2.598885,2.483379,2.448225,2.41056,2.36034
LIGHTUSDT,2025-11-17,13:30,long,1.8329,1.768748,1.853062,1.878722,1.906216,1.942874
RIVERUSDT,2025-11-17,13:30,short,3.79,3.92265,3.74831,3.69525,3.6384,3.5626
XNYUSDT,2025-11-17,09:30,long,0.004505,0.004347,0.004555,0.004618,0.004685,0.004775
TRADOORUSDT,2025-11-17,09:30,long,2.869,2.768585,2.900559,2.940725,2.98376,3.04114
AIOUSDT,2025-11-17,09:30,long,0.1248,0.120432,0.126173,0.12792,0.129792,0.132288
RIVERUSDT,2025-11-17,05:30,short,4.078,4.22073,4.033142,3.97605,3.91488,3.83332
SOONUSDT,2025-11-17,05:30,short,1.9176,1.984716,1.896506,1.86966,1.840896,1.802544
ASTERUSDT,2025-11-17,05:30,long,1.2807,1.235875,1.294788,1.312717,1.331928,1.357542
LIGHTUSDT,2025-11-17,05:30,long,2.2971,2.216701,2.322368,2.354527,2.388984,2.434926
LYNUSDT,2025-11-17,05:30,short,0.09838,0.101823,0.097298,0.09592,0.094445,0.092477
AIOUSDT,2025-11-17,01:30,long,0.1231,0.118791,0.124454,0.126177,0.128024,0.130486
TRADOORUSDT,2025-11-17,01:30,long,2.9,2.7985,2.9319,2.9725,3.016,3.074
GRIFFAINUSDT,2025-11-14,05:30,short,0.01559,0.016136,0.015419,0.0152,0.014966,0.014655
STOUSDT,2025-11-14,05:30,short,0.17056,0.17653,0.168684,0.166296,0.163738,0.160326
BANUSDT,2025-11-14,05:30,short,0.05409,0.055983,0.053495,0.052738,0.051926,0.050845
PUMPBTCUSDT,2025-11-14,05:30,short,0.03737,0.038678,0.036959,0.036436,0.035875,0.035128
BRETTUSDT,2025-11-14,05:30,short,0.02029,0.021,0.020067,0.019783,0.019478,0.019073
TAGUSDT,2025-11-14,05:30,short,0.000517,0.000536,0.000512,0.000505,0.000497,0.000486
TURTLEUSDT,2025-11-14,05:30,short,0.0939,0.097186,0.092867,0.091552,0.090144,0.088266
AKEUSDT,2025-11-14,05:30,short,0.000742,0.000768,0.000734,0.000723,0.000712,0.000697
POPCATUSDT,2025-11-14,05:30,short,0.1224,0.126684,0.121054,0.11934,0.117504,0.115056
VELVETUSDT,2025-11-14,05:30,long,0.22029,0.21258,0.222713,0.225797,0.229102,0.233507
FFUSDT,2025-11-14,05:30,short,0.13177,0.136382,0.130321,0.128476,0.126499,0.123864
AEVOUSDT,2025-11-14,05:30,short,0.05617,0.058136,0.055552,0.054766,0.053923,0.0528
METUSDT,2025-11-14,05:30,short,0.4204,0.435114,0.415776,0.40989,0.403584,0.395176
MOODENGUSDT,2025-11-14,01:30,short,0.08404,0.086981,0.083116,0.081939,0.080678,0.078998
XPINUSDT,2025-11-14,01:30,short,0.003494,0.003616,0.003456,0.003407,0.003354,0.003284
KOMAUSDT,2025-11-14,01:30,short,0.01496,0.015484,0.014795,0.014586,0.014362,0.014062
HEIUSDT,2025-11-14,01:30,short,0.2053,0.212485,0.203042,0.200167,0.197088,0.192982
VINEUSDT,2025-11-14,01:30,short,0.03399,0.03518,0.033616,0.03314,0.03263,0.031951
ASTERUSDT,2025-11-14,01:30,short,1.048,1.08468,1.036472,1.0218,1.00608,0.98512
BONKUSDT,2025-11-14,01:30,short,0.011345,0.011742,0.01122,0.011061,0.010891,0.010664
STBLUSDT,2025-11-14,01:30,short,0.07297,0.075524,0.072167,0.071146,0.070051,0.068592
PTBUSDT,2025-11-14,01:30,short,0.02798,0.028959,0.027672,0.02728,0.026861,0.026301
AVNTUSDT,2025-11-14,01:30,long,0.5162,0.498133,0.521878,0.529105,0.536848,0.547172
TACUSDT,2025-11-14,01:30,long,0.005013,0.004838,0.005068,0.005138,0.005214,0.005314
PENGUUSDT,2025-11-14,01:30,short,0.013165,0.013626,0.01302,0.012836,0.012638,0.012375
MOGUSDT,2025-11-14,01:30,long,0.3754,0.362261,0.379529,0.384785,0.390416,0.397924
IDOLUSDT,2025-11-14,01:30,short,0.03363,0.034807,0.03326,0.032789,0.032285,0.031612
FFUSDT,2025-11-14,01:30,long,0.1241,0.119757,0.125465,0.127202,0.129064,0.131546
STOUSDT,2025-11-12,21:30,long,0.17551,0.169367,0.177441,0.179898,0.18253,0.186041
KERNELUSDT,2025-11-12,21:30,short,0.1062,0.109917,0.105032,0.103545,0.101952,0.099828
TAUSDT,2025-11-12,21:30,short,0.04161,0.043066,0.041152,0.04057,0.039946,0.039113
BIOUSDT,2025-11-12,21:30,short,0.07293,0.075483,0.072128,0.071107,0.070013,0.068554
PIPPINUSDT,2025-11-12,21:30,short,0.03306,0.034217,0.032696,0.032233,0.031738,0.031076
STBLUSDT,2025-11-12,21:30,long,0.09263,0.089388,0.093649,0.094946,0.096335,0.098188
AKEUSDT,2025-11-12,21:30,short,0.000736,0.000762,0.000728,0.000718,0.000707,0.000692
TURTLEUSDT,2025-11-12,21:30,long,0.1086,0.104799,0.109795,0.111315,0.112944,0.115116
ASTERUSDT,2025-11-12,21:30,long,1.1289,1.089388,1.141318,1.157122,1.174056,1.196634
ICNTUSDT,2025-11-12,21:30,long,0.326,0.31459,0.329586,0.33415,0.33904,0.34556
POPCATUSDT,2025-11-12,21:30,long,0.1656,0.159804,0.167422,0.16974,0.172224,0.175536
VINEUSDT,2025-11-12,17:30,short,0.04401,0.04555,0.043526,0.04291,0.04225,0.041369
ESPORTSUSDT,2025-11-12,17:30,long,0.28909,0.278972,0.29227,0.296317,0.300654,0.306435
AEVOUSDT,2025-11-12,17:30,short,0.06055,0.062669,0.059884,0.059036,0.058128,0.056917
PARTIUSDT,2025-11-12,17:30,long,0.07382,0.071236,0.074632,0.075665,0.076773,0.078249
PTBUSDT,2025-11-12,17:30,long,0.03453,0.033321,0.03491,0.035393,0.035911,0.036602
METUSDT,2025-11-12,17:30,long,0.5357,0.51695,0.541593,0.549092,0.557128,0.567842
USELESSUSDT,2025-11-12,13:30,short,0.1786,0.183065,0.176635,0.174135,0.171456,0.168777
BIOUSDT,2025-11-12,13:30,short,0.07416,0.076014,0.073344,0.072306,0.071194,0.070081
AKEUSDT,2025-11-12,13:30,short,0.000764,0.000783,0.000756,0.000745,0.000734,0.000722
TURTLEUSDT,2025-11-12,13:30,long,0.1095,0.106762,0.110704,0.112237,0.11388,0.115523
STOUSDT,2025-11-12,13:30,long,0.17837,0.173911,0.180332,0.182829,0.185505,0.18818
POPCATUSDT,2025-11-12,13:30,long,0.161,0.156975,0.162771,0.165025,0.16744,0.169855
TAUSDT,2025-11-12,13:30,short,0.0418,0.042845,0.04134,0.040755,0.040128,0.039501
FFUSDT,2025-11-12,09:30,short,0.12938,0.132614,0.127957,0.126145,0.124205,0.122264
PARTIUSDT,2025-11-12,09:30,short,0.06918,0.07091,0.068419,0.067451,0.066413,0.065375
ALCHUSDT,2025-11-12,09:30,long,0.12944,0.126204,0.130864,0.132676,0.134618,0.136559
ICNTUSDT,2025-11-12,05:30,long,0.2912,0.28392,0.294403,0.29848,0.302848,0.307216
VINEUSDT,2025-11-12,05:30,short,0.04163,0.042671,0.041172,0.040589,0.039965,0.03934
TAUSDT,2025-11-12,05:30,short,0.0422,0.043255,0.041736,0.041145,0.040512,0.039879
USELESSUSDT,2025-11-12,05:30,short,0.1703,0.174558,0.168427,0.166043,0.163488,0.160934
AGTUSDT,2025-11-12,05:30,short,0.003659,0.00375,0.003619,0.003568,0.003513,0.003458
KERNELUSDT,2025-11-12,05:30,short,0.1042,0.106805,0.103054,0.101595,0.100032,0.098469
BIOUSDT,2025-11-12,05:30,short,0.07436,0.076219,0.073542,0.072501,0.071386,0.07027
PIPPINUSDT,2025-11-12,01:30,short,0.03463,0.035496,0.034249,0.033764,0.033245,0.032725
ALCHUSDT,2025-11-12,01:30,long,0.13196,0.128661,0.133412,0.135259,0.137238,0.139218
SOMIUSDT,2025-11-12,01:30,short,0.3625,0.371562,0.358513,0.353437,0.348,0.342562
FARTCOINUSDT,2025-11-12,01:30,short,0.3055,0.313137,0.30214,0.297862,0.29328,0.288697
ICNTUSDT,2025-11-11,09:30,long,0.2833,0.276218,0.286416,0.290382,0.294632,0.298881
ALCHUSDT,2025-11-11,09:30,long,0.12404,0.120939,0.125404,0.127141,0.129002,0.130862
XANUSDT,2025-11-11,05:30,long,0.03696,0.036036,0.037367,0.037884,0.038438,0.038993
FFUSDT,2025-11-11,05:30,long,0.14103,0.137504,0.142581,0.144556,0.146671,0.148787
BRETTUSDT,2025-11-11,05:30,long,0.0251,0.024473,0.025376,0.025727,0.026104,0.026481
USELESSUSDT,2025-11-11,05:30,long,0.211,0.205725,0.213321,0.216275,0.21944,0.222605
FARTCOINUSDT,2025-11-11,05:30,long,0.3411,0.332572,0.344852,0.349627,0.354744,0.35986
STBLUSDT,2025-11-11,05:30,long,0.09873,0.096262,0.099816,0.101198,0.102679,0.10416
TRUTHUSDT,2025-11-11,05:30,short,0.024988,0.025613,0.024713,0.024363,0.023988,0.023614
EULUSDT,2025-11-11,01:30,long,6.146,5.99235,6.213606,6.29965,6.39184,6.48403
ICNTUSDT,2025-11-11,01:30,long,0.318,0.31005,0.321498,0.32595,0.33072,0.33549
ALCHUSDT,2025-11-11,01:30,long,0.12395,0.120851,0.125313,0.127049,0.128908,0.130767
AGTUSDT,2025-11-11,01:30,long,0.004379,0.00427,0.004427,0.004488,0.004554,0.00462
SOMIUSDT,2025-11-11,01:30,long,0.411,0.400725,0.415521,0.421275,0.42744,0.433605
POPCATUSDT,2025-11-10,05:30,long,0.144,0.1404,0.145584,0.1476,0.14976,0.15192
MOODENGUSDT,2025-11-10,05:30,long,0.09771,0.095267,0.098785,0.100153,0.101618,0.103084
VELVETUSDT,2025-11-10,05:30,long,0.21356,0.208221,0.215909,0.218899,0.222102,0.225306
NOMUSDT,2025-11-10,05:30,long,0.01463,0.014264,0.014791,0.014996,0.015215,0.015435
FARTCOINUSDT,2025-11-10,05:30,long,0.3225,0.314437,0.326047,0.330562,0.3354,0.340237
ARCUSDT,2025-11-10,05:30,long,0.03018,0.029425,0.030512,0.030934,0.031387,0.03184
USELESSUSDT,2025-11-10,05:30,long,0.2176,0.21216,0.219994,0.22304,0.226304,0.229568
GOATUSDT,2025-11-10,01:30,long,0.05133,0.050047,0.051895,0.052613,0.053383,0.054153
RIVERUSDT,2025-11-10,01:30,short,7.039,7.214975,6.961571,6.863025,6.75744,6.651855
TRUTHUSDT,2025-11-10,01:30,long,0.037928,0.03698,0.038345,0.038876,0.039445,0.040014
CETUSUSDT,2025-11-08,17:30,long,0.04233,,,,,
ARIAUSDT,2025-11-08,17:30,short,0.15437,,,,,
VINEUSDT,2025-11-08,17:30,long,0.04375,,,,,
KOMAUSDT,2025-11-08,17:30,long,0.01777,,,,,
RATSUSDT,2025-11-08,17:30,short,0.03786,,,,,
GOATUSDT,2025-11-08,17:30,long,0.04863,,,,,
SOMIUSDT,2025-11-08,17:30,long,0.3938,,,,,
BONKUSDT,2025-11-08,17:30,long,0.013179,,,,,
FFUSDT,2025-11-08,17:30,long,0.13156,,,,,
PARTIUSDT,2025-11-08,17:30,long,0.07441,,,,,
BRUSDT,2025-11-08,13:30,long,0.08551,,,,,
IDOLUSDT,2025-11-08,13:30,long,0.03646,,,,,
POPCATUSDT,2025-11-08,13:30,long,0.1425,,,,,
CHILLGUYUSDT,2025-11-08,13:30,long,0.02229,,,,,
MOODENGUSDT,2025-11-08,13:30,long,0.09285,,,,,
BRETTUSDT,2025-11-08,13:30,long,0.0232,,,,,
AIXBTUSDT,2025-11-08,13:30,long,0.06705,,,,,
PROVEUSDT,2025-11-08,13:30,long,0.6174,,,,,
BLESSUSDT,2025-11-08,13:30,short,0.03899,,,,,
PIPPINUSDT,2025-11-08,09:30,long,0.03726,,,,,
KOMAUSDT,2025-11-08,09:30,long,0.01774,,,,,
PARTIUSDT,2025-11-08,09:30,long,0.06858,,,,,
SOMIUSDT,2025-11-08,09:30,long,0.3889,,,,,
VINEUSDT,2025-11-08,09:30,long,0.04403,,,,,
GOATUSDT,2025-11-08,09:30,long,0.0499,,,,,
ARIAUSDT,2025-11-08,09:30,short,0.15787,,,,,
BONKUSDT,2025-11-08,09:30,long,0.013187,,,,,
XPLUSDT,2025-11-08,09:30,long,0.321,,,,,
STBLUSDT,2025-11-08,09:30,long,0.07519,,,,,
GIGGLEUSDT,2025-11-08,09:30,short,139.28,,,,,
FARTCOINUSDT,2025-11-08,09:30,long,0.2955,,,,,
PENGUUSDT,2025-11-08,09:30,long,0.015734,,,,,
BIDUSDT,2025-11-08,05:30,long,0.05455,,,,,
AVAAIUSDT,2025-11-08,05:30,long,0.01484,,,,,
TACUSDT,2025-11-08,05:30,long,0.005729,,,,,
PROVEUSDT,2025-11-08,05:30,long,0.5942,,,,,
DOLOUSDT,2025-11-08,05:30,long,0.06796,,,,,
BRETTUSDT,2025-11-08,05:30,long,0.02389,,,,,
MOODENGUSDT,2025-11-08,05:30,long,0.09708,,,,,
SPXUSDT,2025-11-08,05:30,long,0.7206,,,,,
AVNTUSDT,2025-11-08,05:30,long,0.582,,,,,
AIXBTUSDT,2025-11-08,05:30,long,0.0694,,,,,
KOMAUSDT,2025-11-08,01:30,long,0.01813,,,,,
ARIAUSDT,2025-11-08,01:30,short,0.16152,,,,,
PUMPBTCUSDT,2025-11-08,01:30,long,0.04484,,,,,
ZEREBROUSDT,2025-11-08,01:30,short,0.04502,,,,,
CETUSUSDT,2025-11-08,01:30,long,0.0428,,,,,
TAGUSDT,2025-11-08,01:30,long,0.000545,,,,,
PARTIUSDT,2025-11-08,01:30,long,0.07352,,,,,
SOMIUSDT,2025-11-08,01:30,long,0.3939,,,,,
VINEUSDT,2025-11-08,01:30,long,0.04535,,,,,
GOATUSDT,2025-11-08,01:30,long,0.05059,,,,,
BRUSDT,2025-11-08,01:30,long,0.08924,,,,,
BONKUSDT,2025-11-08,01:30,long,0.013747,,,,,
STBLUSDT,2025-11-08,01:30,long,0.08424,,,,,
XPLUSDT,2025-11-08,01:30,long,0.3147,,,,,
PIPPINUSDT,2025-11-08,01:30,long,0.03608,,,,,
POPCATUSDT,2025-11-08,01:30,long,0.1476,,,,,
ARIAUSDT,2025-11-07,13:30,short,0.1749,,,,,
PARTIUSDT,2025-11-07,13:30,long,0.06561,,,,,
TAGUSDT,2025-11-07,13:30,long,0.000518,,,,,
RIVERUSDT,2025-11-07,13:30,long,7.669,,,,,
TAUSDT,2025-11-07,13:30,long,0.04286,,,,,
AIAUSDT,2025-11-07,13:30,long,12.6829,,,,,
TRUTHUSDT,2025-11-07,09:30,long,0.016971,,,,,
BTRUSDT,2025-11-07,09:30,long,0.05986,,,,,
MYXUSDT,2025-11-07,09:30,long,2.324,,,,,
HANAUSDT,2025-11-07,09:30,long,0.03198,,,,,
BLESSUSDT,2025-11-07,09:30,long,0.04476,,,,,
GIGGLEUSDT,2025-11-07,05:30,long,210.64,,,,,
TAGUSDT,2025-11-07,05:30,long,0.000547,,,,,
BASUSDT,2025-11-07,05:30,long,0.009,,,,,
ALCHUSDT,2025-11-07,05:30,long,0.09769,,,,,
RIVERUSDT,2025-11-07,05:30,long,7.917,,,,,
XPLUSDT,2025-11-07,05:30,short,0.255,,,,,
AIAUSDT,2025-11-07,05:30,long,7.3209,,,,,
BTRUSDT,2025-11-07,01:30,long,0.06123,,,,,
TRUTHUSDT,2025-11-07,01:30,long,0.016985,,,,,
JELLYJELLYUSDT,2025-11-07,01:30,short,0.09149,,,,,
BLESSUSDT,2025-11-07,01:30,long,0.04666,,,,,
RATSUSDT,2025-11-07,01:30,long,0.04049,,,,,
ICNTUSDT,2025-11-07,01:30,short,0.2508,,,,,
ALCHUSDT,2025-11-06,21:30,long,0.09434,,,,,
AIAUSDT,2025-11-06,21:30,long,5.5296,,,,,
GIGGLEUSDT,2025-11-06,21:30,long,190.47,,,,,
TAGUSDT,2025-11-06,21:30,long,0.00054,,,,,
PARTIUSDT,2025-11-06,21:30,long,0.05846,,,,,
TRUTHUSDT,2025-11-06,17:30,long,0.01683,,,,,
ICNTUSDT,2025-11-06,17:30,short,0.2579,,,,,
NAORISUSDT,2025-11-06,17:30,short,0.03463,,,,,
RATSUSDT,2025-11-06,17:30,long,0.04312,,,,,
AIAUSDT,2025-11-06,13:30,short,2.1549,,,,,
ALCHUSDT,2025-11-06,13:30,long,0.09265,,,,,
TAGUSDT,2025-11-06,13:30,long,0.000513,,,,,
XPLUSDT,2025-11-06,13:30,long,0.2771,,,,,
GIGGLEUSDT,2025-11-06,13:30,long,223.28,,,,,
RATSUSDT,2025-11-06,09:30,long,0.04257,,,,,
BTRUSDT,2025-11-06,09:30,long,0.05927,,,,,
BRUSDT,2025-11-06,09:30,long,0.07818,,,,,
SOMIUSDT,2025-11-06,09:30,long,0.3649,,,,,
TRUTHUSDT,2025-11-06,09:30,long,0.015851,,,,,
NAORISUSDT,2025-11-06,09:30,short,0.0339,,,,,
ASTERUSDT,2025-11-06,09:30,long,1.166,,,,,
MAVIAUSDT,2025-11-06,09:30,long,0.09582,,,,,
XPINUSDT,2025-11-06,09:30,short,0.003917,,,,,
KOMAUSDT,2025-11-05,09:30,short,0.01637,,,,,
VFYUSDT,2025-11-05,09:30,short,0.06019,,,,,
AIOTUSDT,2025-11-05,09:30,short,0.5522,,,,,
BIOUSDT,2025-11-05,09:30,short,0.07575,,,,,
BIDUSDT,2025-11-05,09:30,short,0.05383,,,,,
SOONUSDT,2025-11-05,09:30,long,0.7158,,,,,
PROVEUSDT,2025-11-05,09:30,short,0.5884,,,,,
STOUSDT,2025-11-05,09:30,long,0.17226,,,,,
BRUSDT,2025-11-05,09:30,long,0.0834,,,,,
HEIUSDT,2025-11-05,09:30,short,0.2101,,,,,
XPINUSDT,2025-11-05,09:30,short,0.00362,,,,,
AIOUSDT,2025-11-05,09:30,short,0.1384,,,,,
NAORISUSDT,2025-11-05,09:30,short,0.0394,,,,,
CHILLGUYUSDT,2025-11-05,09:30,short,0.02226,,,,,
XPLUSDT,2025-11-05,09:30,short,0.2653,,,,,
AIAUSDT,2025-11-05,09:30,long,2.9179,,,,,
IDOLUSDT,2025-11-05,05:30,short,0.0337,,,,,
GOATUSDT,2025-11-05,05:30,short,0.04377,,,,,
PUMPBTCUSDT,2025-11-05,05:30,short,0.04032,,,,,
ALCHUSDT,2025-11-05,05:30,long,0.08308,,,,,
TAUSDT,2025-11-05,05:30,short,0.04015,,,,,
GRIFFAINUSDT,2025-11-05,05:30,short,0.01665,,,,,
VINEUSDT,2025-11-05,05:30,short,0.03945,,,,,
JELLYJELLYUSDT,2025-11-05,05:30,long,0.27864,,,,,
BRETTUSDT,2025-11-05,05:30,short,0.02123,,,,,
SOMIUSDT,2025-11-05,05:30,short,0.3315,,,,,
USELESSUSDT,2025-11-05,05:30,short,0.1538,,,,,
SPXUSDT,2025-11-05,05:30,short,0.642,,,,,
FARTCOINUSDT,2025-11-05,05:30,short,0.2567,,,,,
PARTIUSDT,2025-11-05,05:30,short,0.05404,,,,,
TRUTHUSDT,2025-11-05,05:30,long,0.014561,,,,,
ARCUSDT,2025-11-05,01:30,long,0.02864,,,,,
CHILLGUYUSDT,2025-11-05,01:30,short,0.02162,,,,,
ASTERUSDT,2025-11-05,01:30,short,0.9514,,,,,
HEIUSDT,2025-11-05,01:30,short,0.2079,,,,,
AIOTUSDT,2025-11-05,01:30,short,0.5257,,,,,
XPLUSDT,2025-11-05,01:30,short,0.236,,,,,
XPINUSDT,2025-11-05,01:30,short,0.003879,,,,,
PROVEUSDT,2025-11-05,01:30,short,0.5715,,,,,
BIDUSDT,2025-11-05,01:30,short,0.0516,,,,,
BIOUSDT,2025-11-05,01:30,short,0.0701,,,,,
