status,symbol,side,signal_datetime,entry_price,tp_percent,sl_percent,tp_price,sl_price,hours_window,entry_hit,result,pnl,pnl_percent,exit_time,bars_in_trade,has_csv_tpsl,signal_index,position_size,exit_price,balance_after_trade
completed,AIAUSDT,long,2025-10-21 17:30:00,1.3858,2.0,5.0,1.413516,1.3165099999999998,8.0,False,no_entry,0.0,0.0,,0.0,False,0,12.195121951219512,,
completed,BANUSDT,long,2025-10-21 17:30:00,0.07043,2.0,5.0,0.0718386,0.06690850000000001,8.0,True,win,0.24390243902438954,1.9999999999999942,2025-10-21 19:06:00,55.0,False,1,12.195121951219512,0.0718386,1000.2439024390244
completed,TRUUSDT,short,2025-10-21 17:30:00,0.01981,2.0,5.0,0.019413800000000002,0.020800500000000003,8.0,True,win,0.24390243902438982,1.9999999999999967,2025-10-21 22:28:00,299.0,False,2,12.195121951219512,0.019413800000000002,1000.4878048780488
completed,LIGHTUSDT,long,2025-10-21 17:30:00,2.1674,2.0,5.0,2.210748,2.05903,8.0,True,loss,-0.6097560975609773,-5.000000000000013,2025-10-21 17:31:00,2.0,False,3,12.195121951219512,2.05903,999.8780487804878
completed,NOMUSDT,long,2025-10-21 17:30:00,0.02188,2.0,5.0,0.0223176,0.020786,8.0,True,expired,-0.1616355183052572,-1.325411250103109,2025-10-22 01:00:00,39.0,False,4,12.195121951219512,0.02159000001847744,999.7164132621825
completed,IDOLUSDT,long,2025-10-21 17:30:00,0.03196,2.0,5.0,0.0325992,0.030362,8.0,True,win,0.24390243902439004,1.9999999999999982,2025-10-21 18:50:00,81.0,False,5,12.195121951219512,0.0325992,999.9603157012069
completed,FFUSDT,long,2025-10-21 17:30:00,0.14708,2.0,5.0,0.15002159999999998,0.139726,8.0,False,no_entry,0.0,0.0,,0.0,False,6,12.195121951219512,,
completed,BTRUSDT,long,2025-10-21 21:30:00,0.08151,2.0,5.0,0.0831402,0.07743449999999999,8.0,True,loss,-0.6097560975609772,-5.000000000000012,2025-10-21 21:31:00,2.0,False,7,12.195121951219512,0.07743449999999999,999.3505596036459
completed,ZORAUSDT,long,2025-10-21 21:30:00,0.10983,2.0,5.0,0.1120266,0.10433849999999999,8.0,True,loss,-0.6097560975609767,-5.000000000000009,2025-10-21 21:31:00,2.0,False,8,12.195121951219512,0.10433849999999999,998.740803506085
completed,ARCUSDT,long,2025-10-21 21:30:00,0.01413,2.0,5.0,0.014412600000000001,0.0134235,8.0,True,loss,-0.609756097560976,-5.0000000000000036,2025-10-21 21:32:00,3.0,False,9,12.195121951219512,0.0134235,998.131047408524
completed,UBUSDT,long,2025-10-21 21:30:00,0.041542,2.0,5.0,0.04237284,0.0394649,8.0,True,loss,-0.6097560975609772,-5.000000000000012,2025-10-22 04:06:00,3.0,False,10,12.195121951219512,0.0394649,997.521291310963
completed,IDOLUSDT,long,2025-10-22 01:30:00,0.033,2.0,5.0,0.03366,0.03135,8.0,True,loss,-0.6097560975609752,-4.9999999999999964,2025-10-22 01:31:00,2.0,False,11,12.195121951219512,0.03135,996.911535213402
completed,PARTIUSDT,long,2025-10-22 01:30:00,0.0884,2.0,5.0,0.09016800000000001,0.08398,8.0,True,loss,-0.6097560975609766,-5.000000000000008,2025-10-22 01:31:00,2.0,False,12,12.195121951219512,0.08398,996.301779115841
completed,FFUSDT,long,2025-10-22 01:30:00,0.16046,2.0,5.0,0.1636692,0.152437,8.0,True,win,0.2439024390243899,1.9999999999999973,2025-10-22 03:02:00,93.0,False,13,12.195121951219512,0.1636692,996.5456815548654
completed,TRUTHUSDT,long,2025-10-22 01:30:00,0.015656,2.0,5.0,0.01596912,0.0148732,8.0,True,loss,-0.6097560975609757,-5.000000000000001,2025-10-22 01:32:00,3.0,False,14,12.195121951219512,0.0148732,995.9359254573044
