status,symbol,side,signal_datetime,entry_price,tp_percent,sl_percent,tp_price,sl_price,hours_window,entry_hit,result,pnl,pnl_percent,exit_time,bars_in_trade,has_csv_tpsl,signal_index,exit_price,balance_after_trade,balance_at_signal
completed,AIAUSDT,long,2025-10-21 17:30:00,1.3858,2.0,5.0,1.413516,1.3165099999999998,4.0,False,no_entry,0.0,0.0,,0.0,False,0,,,
completed,BANUSDT,long,2025-10-21 17:30:00,0.07043,2.0,5.0,0.0718386,0.06690850000000001,4.0,True,win,1.9999999999999942,1.9999999999999942,2025-10-21 19:06:00,55.0,False,1,0.0718386,1002.0,
completed,TRUUSDT,short,2025-10-21 17:30:00,0.01981,2.0,5.0,0.019413800000000002,0.020800500000000003,4.0,True,expired,0.7571945582779354,0.7571945582779354,2025-10-21 21:31:00,242.0,False,2,0.019659999758005142,1002.7571945582779,
completed,LIGHTUSDT,long,2025-10-21 17:30:00,2.1674,2.0,5.0,2.210748,2.05903,4.0,True,loss,-5.000000000000013,-5.000000000000013,2025-10-21 17:31:00,2.0,False,3,2.05903,997.7571945582779,
completed,NOMUSDT,long,2025-10-21 17:30:00,0.02188,2.0,5.0,0.0223176,0.020786,4.0,True,expired,-1.325411250103109,-1.325411250103109,2025-10-22 01:00:00,39.0,False,4,0.02159000001847744,996.4317833081748,
completed,IDOLUSDT,long,2025-10-21 17:30:00,0.03196,2.0,5.0,0.0325992,0.030362,4.0,True,win,1.9999999999999982,1.9999999999999982,2025-10-21 18:50:00,81.0,False,5,0.0325992,998.4317833081748,
completed,FFUSDT,long,2025-10-21 17:30:00,0.14708,2.0,5.0,0.15002159999999998,0.139726,4.0,False,no_entry,0.0,0.0,,0.0,False,6,,,
completed,BTRUSDT,long,2025-10-21 21:30:00,0.08151,2.0,5.0,0.0831402,0.07743449999999999,4.0,True,loss,-5.000000000000012,-5.000000000000012,2025-10-21 21:31:00,2.0,False,7,0.07743449999999999,993.4317833081748,
completed,ZORAUSDT,long,2025-10-21 21:30:00,0.10983,2.0,5.0,0.1120266,0.10433849999999999,4.0,True,loss,-5.000000000000009,-5.000000000000009,2025-10-21 21:31:00,2.0,False,8,0.10433849999999999,988.4317833081748,
completed,ARCUSDT,long,2025-10-21 21:30:00,0.01413,2.0,5.0,0.014412600000000001,0.0134235,4.0,True,loss,-5.0000000000000036,-5.0000000000000036,2025-10-21 21:32:00,3.0,False,9,0.0134235,983.4317833081748,
completed,UBUSDT,long,2025-10-21 21:30:00,0.041542,2.0,5.0,0.04237284,0.0394649,4.0,True,loss,-5.000000000000012,-5.000000000000012,2025-10-22 04:06:00,3.0,False,10,0.0394649,978.4317833081748,
completed,IDOLUSDT,long,2025-10-22 01:30:00,0.033,2.0,5.0,0.03366,0.03135,4.0,True,loss,-4.9999999999999964,-4.9999999999999964,2025-10-22 01:31:00,2.0,False,11,0.03135,973.4317833081748,
completed,PARTIUSDT,long,2025-10-22 01:30:00,0.0884,2.0,5.0,0.09016800000000001,0.08398,4.0,True,loss,-5.000000000000008,-5.000000000000008,2025-10-22 01:31:00,2.0,False,12,0.08398,968.4317833081748,
completed,FFUSDT,long,2025-10-22 01:30:00,0.16046,2.0,5.0,0.1636692,0.152437,4.0,True,win,1.9999999999999973,1.9999999999999973,2025-10-22 03:02:00,93.0,False,13,0.1636692,970.4317833081748,
completed,TRUTHUSDT,long,2025-10-22 01:30:00,0.015656,2.0,5.0,0.01596912,0.0148732,4.0,True,loss,-5.000000000000001,-5.000000000000001,2025-10-22 01:32:00,3.0,False,14,0.0148732,965.4317833081748,
completed,AIOTUSDT,long,2025-10-22 01:30:00,0.5358,2.0,5.0,0.5465160000000001,0.5090100000000001,4.0,True,loss,-4.9999999999999964,-4.9999999999999964,2025-10-22 01:31:00,2.0,False,15,0.5090100000000001,960.4317833081748,
completed,NOMUSDT,long,2025-10-22 01:30:00,0.02291,2.0,5.0,0.0233682,0.0217645,4.0,True,loss,-5.000000000000003,-5.000000000000003,2025-10-22 01:31:00,2.0,False,16,0.0217645,955.4317833081748,
completed,USELESSUSDT,long,2025-10-22 01:30:00,0.3445,2.0,5.0,0.35139,0.327275,4.0,True,loss,-4.999999999999997,-4.999999999999997,2025-10-22 01:31:00,2.0,False,17,0.327275,950.4317833081748,
completed,SOONUSDT,short,2025-10-22 01:30:00,0.6799,2.0,5.0,0.666302,0.713895,4.0,True,loss,-5.0,-5.0,2025-10-22 01:31:00,2.0,False,18,0.713895,945.4317833081748,
completed,AVNTUSDT,long,2025-10-22 01:30:00,0.6642,2.0,5.0,0.677484,0.6309899999999999,4.0,True,loss,-5.000000000000011,-5.000000000000011,2025-10-22 01:31:00,2.0,False,19,0.6309899999999999,940.4317833081748,
completed,JELLYJELLYUSDT,long,2025-10-22 01:30:00,0.08158,2.0,5.0,0.0832116,0.077501,4.0,True,expired,-3.4812445148412836,-3.4812445148412836,2025-10-22 05:31:00,242.0,False,20,0.07874000072479248,936.9505387933335,
completed,BANUSDT,long,2025-10-22 01:30:00,0.07155,2.0,5.0,0.072981,0.0679725,4.0,True,expired,-4.192874766495746,-4.192874766495746,2025-10-22 05:31:00,242.0,False,21,0.0685499981045723,932.7576640268378,
completed,AIAUSDT,long,2025-10-22 01:30:00,3.1994,2.0,5.0,3.263388,3.03943,4.0,True,loss,-4.999999999999999,-4.999999999999999,2025-10-22 01:31:00,2.0,False,22,3.03943,927.7576640268378,
completed,EVAAUSDT,long,2025-10-22 01:30:00,4.745,2.0,5.0,4.8399,4.50775,4.0,False,no_entry,0.0,0.0,,0.0,False,23,,,
completed,LIGHTUSDT,long,2025-10-22 01:30:00,1.7298,2.0,5.0,1.764396,1.6433099999999998,4.0,True,loss,-5.00000000000001,-5.00000000000001,2025-10-22 01:41:00,12.0,False,24,1.6433099999999998,922.7576640268378,
completed,DOLOUSDT,long,2025-10-22 05:30:00,0.08019,2.0,5.0,0.0817938,0.0761805,4.0,True,expired,0.8729266323551544,0.8729266323551544,2025-10-22 09:31:00,242.0,False,25,0.0808899998664856,923.630590659193,
completed,XPINUSDT,long,2025-10-22 05:30:00,0.004454,2.0,5.0,0.00454308,0.0042312999999999995,4.0,False,no_entry,0.0,0.0,,0.0,False,26,,,
completed,BTRUSDT,long,2025-10-22 05:30:00,0.07797,2.0,5.0,0.0795294,0.0740715,4.0,True,loss,-4.999999999999999,-4.999999999999999,2025-10-22 05:31:00,2.0,False,27,0.0740715,918.630590659193,
completed,SPXUSDT,long,2025-10-22 05:30:00,0.9888,2.0,5.0,1.0085760000000001,0.93936,4.0,True,expired,-2.6699009740236908,-2.6699009740236908,2025-10-22 09:31:00,242.0,False,28,0.9624000191688538,915.9606896851693,
