status,symbol,side,signal_datetime,entry_price,tp_percent,sl_percent,tp_price,sl_price,hours_window,entry_hit,result,pnl,pnl_percent,exit_time,bars_in_trade,has_csv_tpsl,signal_index,exit_price,balance_after_trade,balance_at_signal
completed,AIAUSDT,long,2025-10-21 17:30:00,1.3858,2.0,5.0,1.413516,1.3165099999999998,8.0,False,no_entry,0.0,0.0,,0.0,False,0,,,
completed,BANUSDT,long,2025-10-21 17:30:00,0.07043,2.0,5.0,0.0718386,0.06690850000000001,8.0,True,win,1.9999999999999942,1.9999999999999942,2025-10-21 19:06:00,55.0,False,1,0.0718386,1002.0,
completed,TRUUSDT,short,2025-10-21 17:30:00,0.01981,2.0,5.0,0.019413800000000002,0.020800500000000003,8.0,True,win,1.9999999999999967,1.9999999999999967,2025-10-21 22:28:00,299.0,False,2,0.019413800000000002,1004.0,
completed,LIGHTUSDT,long,2025-10-21 17:30:00,2.1674,2.0,5.0,2.210748,2.05903,8.0,True,loss,-5.000000000000013,-5.000000000000013,2025-10-21 17:31:00,2.0,False,3,2.05903,999.0,
completed,NOMUSDT,long,2025-10-21 17:30:00,0.02188,2.0,5.0,0.0223176,0.020786,8.0,True,expired,-1.325411250103109,-1.325411250103109,2025-10-22 01:00:00,39.0,False,4,0.02159000001847744,997.6745887498969,
completed,IDOLUSDT,long,2025-10-21 17:30:00,0.03196,2.0,5.0,0.0325992,0.030362,8.0,True,win,1.9999999999999982,1.9999999999999982,2025-10-21 18:50:00,81.0,False,5,0.0325992,999.6745887498969,
completed,FFUSDT,long,2025-10-21 17:30:00,0.14708,2.0,5.0,0.15002159999999998,0.139726,8.0,False,no_entry,0.0,0.0,,0.0,False,6,,,
completed,BTRUSDT,long,2025-10-21 21:30:00,0.08151,2.0,5.0,0.0831402,0.07743449999999999,8.0,True,loss,-5.000000000000012,-5.000000000000012,2025-10-21 21:31:00,2.0,False,7,0.07743449999999999,994.6745887498969,
completed,ZORAUSDT,long,2025-10-21 21:30:00,0.10983,2.0,5.0,0.1120266,0.10433849999999999,8.0,True,loss,-5.000000000000009,-5.000000000000009,2025-10-21 21:31:00,2.0,False,8,0.10433849999999999,989.6745887498969,
completed,ARCUSDT,long,2025-10-21 21:30:00,0.01413,2.0,5.0,0.014412600000000001,0.0134235,8.0,True,loss,-5.0000000000000036,-5.0000000000000036,2025-10-21 21:32:00,3.0,False,9,0.0134235,984.6745887498969,
completed,UBUSDT,long,2025-10-21 21:30:00,0.041542,2.0,5.0,0.04237284,0.0394649,8.0,True,loss,-5.000000000000012,-5.000000000000012,2025-10-22 04:06:00,3.0,False,10,0.0394649,979.6745887498969,
completed,IDOLUSDT,long,2025-10-22 01:30:00,0.033,2.0,5.0,0.03366,0.03135,8.0,True,loss,-4.9999999999999964,-4.9999999999999964,2025-10-22 01:31:00,2.0,False,11,0.03135,974.6745887498969,
completed,PARTIUSDT,long,2025-10-22 01:30:00,0.0884,2.0,5.0,0.09016800000000001,0.08398,8.0,True,loss,-5.000000000000008,-5.000000000000008,2025-10-22 01:31:00,2.0,False,12,0.08398,969.6745887498969,
completed,FFUSDT,long,2025-10-22 01:30:00,0.16046,2.0,5.0,0.1636692,0.152437,8.0,True,win,1.9999999999999973,1.9999999999999973,2025-10-22 03:02:00,93.0,False,13,0.1636692,971.6745887498969,
completed,TRUTHUSDT,long,2025-10-22 01:30:00,0.015656,2.0,5.0,0.01596912,0.0148732,8.0,True,loss,-5.000000000000001,-5.000000000000001,2025-10-22 01:32:00,3.0,False,14,0.0148732,966.6745887498969,
completed,AIOTUSDT,long,2025-10-22 01:30:00,0.5358,2.0,5.0,0.5465160000000001,0.5090100000000001,8.0,True,loss,-4.9999999999999964,-4.9999999999999964,2025-10-22 01:31:00,2.0,False,15,0.5090100000000001,961.6745887498969,
completed,NOMUSDT,long,2025-10-22 01:30:00,0.02291,2.0,5.0,0.0233682,0.0217645,8.0,True,loss,-5.000000000000003,-5.000000000000003,2025-10-22 01:31:00,2.0,False,16,0.0217645,956.6745887498969,
completed,USELESSUSDT,long,2025-10-22 01:30:00,0.3445,2.0,5.0,0.35139,0.327275,8.0,True,loss,-4.999999999999997,-4.999999999999997,2025-10-22 01:31:00,2.0,False,17,0.327275,951.6745887498969,
completed,SOONUSDT,short,2025-10-22 01:30:00,0.6799,2.0,5.0,0.666302,0.713895,8.0,True,loss,-5.0,-5.0,2025-10-22 01:31:00,2.0,False,18,0.713895,946.6745887498969,
completed,AVNTUSDT,long,2025-10-22 01:30:00,0.6642,2.0,5.0,0.677484,0.6309899999999999,8.0,True,loss,-5.000000000000011,-5.000000000000011,2025-10-22 01:31:00,2.0,False,19,0.6309899999999999,941.6745887498969,
completed,JELLYJELLYUSDT,long,2025-10-22 01:30:00,0.08158,2.0,5.0,0.0832116,0.077501,8.0,True,loss,-4.999999999999999,-4.999999999999999,2025-10-22 07:51:00,382.0,False,20,0.077501,936.6745887498969,
completed,BANUSDT,long,2025-10-22 01:30:00,0.07155,2.0,5.0,0.072981,0.0679725,8.0,True,expired,-3.2564653873776854,-3.2564653873776854,2025-10-22 09:00:00,451.0,False,21,0.06921999901533127,933.4181233625192,
completed,AIAUSDT,long,2025-10-22 01:30:00,3.1994,2.0,5.0,3.263388,3.03943,8.0,True,loss,-4.999999999999999,-4.999999999999999,2025-10-22 01:31:00,2.0,False,22,3.03943,928.4181233625192,
completed,EVAAUSDT,long,2025-10-22 01:30:00,4.745,2.0,5.0,4.8399,4.50775,8.0,False,no_entry,0.0,0.0,,0.0,False,23,,,
completed,LIGHTUSDT,long,2025-10-22 01:30:00,1.7298,2.0,5.0,1.764396,1.6433099999999998,8.0,True,loss,-5.00000000000001,-5.00000000000001,2025-10-22 01:41:00,12.0,False,24,1.6433099999999998,923.4181233625192,
completed,DOLOUSDT,long,2025-10-22 05:30:00,0.08019,2.0,5.0,0.0817938,0.0761805,8.0,True,expired,0.6983457501800718,0.6983457501800718,2025-10-22 13:00:00,451.0,False,25,0.0807500034570694,924.1164691126993,
completed,XPINUSDT,long,2025-10-22 05:30:00,0.004454,2.0,5.0,0.00454308,0.0042312999999999995,8.0,False,no_entry,0.0,0.0,,0.0,False,26,,,
completed,BTRUSDT,long,2025-10-22 05:30:00,0.07797,2.0,5.0,0.0795294,0.0740715,8.0,True,loss,-4.999999999999999,-4.999999999999999,2025-10-22 05:31:00,2.0,False,27,0.0740715,919.1164691126993,
completed,SPXUSDT,long,2025-10-22 05:30:00,0.9888,2.0,5.0,1.0085760000000001,0.93936,8.0,True,loss,-5.0000000000000036,-5.0000000000000036,2025-10-22 11:03:00,334.0,False,28,0.93936,914.1164691126993,
completed,PROVEUSDT,long,2025-10-22 05:30:00,0.8143,2.0,5.0,0.830586,0.773585,8.0,True,loss,-5.000000000000006,-5.000000000000006,2025-10-22 11:03:00,334.0,False,29,0.773585,909.1164691126993,
completed,ZEREBROUSDT,short,2025-10-22 05:30:00,0.0306,2.0,5.0,0.029987999999999997,0.03213,8.0,True,expired,-1.8954246164926558,-1.895424616492656,2025-10-22 13:00:00,451.0,False,30,0.03117999993264675,907.2210444962067,
completed,MOODENGUSDT,long,2025-10-22 05:30:00,0.11052,2.0,5.0,0.1127304,0.10499399999999999,8.0,True,expired,-0.922911336704128,-0.922911336704128,2025-10-22 13:00:00,451.0,False,31,0.10949999839067459,906.2981331595025,
no_data,BONKUSDT,,2025-10-22 05:30:00,,,,,,,,,,,,,False,32,,,
completed,UBUSDT,long,2025-10-22 05:30:00,0.047031,2.0,5.0,0.047971620000000006,0.04467945,8.0,True,loss,-5.000000000000002,-5.000000000000002,2025-10-22 05:31:00,2.0,False,33,0.04467945,901.2981331595025,
completed,MYXUSDT,long,2025-10-22 05:30:00,2.952,2.0,5.0,3.01104,2.8044,8.0,True,loss,-5.000000000000006,-5.000000000000006,2025-10-22 07:48:00,139.0,False,34,2.8044,896.2981331595025,
completed,STBLUSDT,long,2025-10-22 05:30:00,0.11522,2.0,5.0,0.1175244,0.109459,8.0,True,loss,-5.000000000000002,-5.000000000000002,2025-10-22 05:31:00,2.0,False,35,0.109459,891.2981331595025,
completed,PARTIUSDT,short,2025-10-22 13:30:00,0.0822,2.0,5.0,0.08055599999999999,0.08631,8.0,True,win,2.000000000000008,2.000000000000008,2025-10-22 20:53:00,444.0,False,36,0.08055599999999999,893.2981331595025,
completed,AIXBTUSDT,short,2025-10-22 13:30:00,0.05555,2.0,5.0,0.054439,0.058327500000000004,8.0,True,win,2.0000000000000013,2.0000000000000013,2025-10-22 14:23:00,45.0,False,37,0.054439,895.2981331595025,
completed,NOMUSDT,short,2025-10-22 13:30:00,0.02061,2.0,5.0,0.0201978,0.0216405,8.0,True,win,2.000000000000007,2.000000000000007,2025-10-22 18:41:00,305.0,False,38,0.0201978,897.2981331595025,
completed,MOODENGUSDT,short,2025-10-22 13:30:00,0.10953,2.0,5.0,0.1073394,0.11500650000000001,8.0,True,win,2.000000000000001,2.000000000000001,2025-10-22 18:16:00,287.0,False,39,0.1073394,899.2981331595025,
completed,XPINUSDT,long,2025-10-22 13:30:00,0.005397,2.0,5.0,0.00550494,0.00512715,8.0,True,loss,-5.000000000000006,-5.000000000000006,2025-10-22 13:31:00,2.0,False,40,0.00512715,894.2981331595025,
completed,HANAUSDT,long,2025-10-22 13:30:00,0.06815,2.0,5.0,0.069513,0.0647425,8.0,True,loss,-5.0000000000000115,-5.0000000000000115,2025-10-22 13:31:00,2.0,False,41,0.0647425,889.2981331595025,
completed,PENGUUSDT,short,2025-10-22 13:30:00,0.021108,2.0,5.0,0.020685839999999997,0.0221634,8.0,True,win,2.000000000000006,2.000000000000006,2025-10-22 14:24:00,27.0,False,42,0.020685839999999997,891.2981331595025,
completed,IDOLUSDT,long,2025-10-22 13:30:00,0.03251,2.0,5.0,0.0331602,0.030884499999999995,8.0,False,no_entry,0.0,0.0,,0.0,False,43,,,
completed,EVAAUSDT,long,2025-10-23 01:30:00,8.3899,2.0,5.0,8.557698,7.970405,8.0,True,loss,-5.000000000000004,-5.000000000000004,2025-10-23 02:05:00,36.0,False,44,7.970405,886.2981331595025,
completed,PROVEUSDT,short,2025-10-23 01:30:00,0.7705,2.0,5.0,0.7550899999999999,0.809025,8.0,True,loss,-5.000000000000004,-5.000000000000004,2025-10-23 04:16:00,167.0,False,45,0.809025,881.2981331595025,
completed,HANAUSDT,short,2025-10-23 01:30:00,0.04664,2.0,5.0,0.0457072,0.048972,8.0,True,loss,-5.000000000000002,-5.000000000000002,2025-10-23 01:31:00,2.0,False,46,0.048972,876.2981331595025,
completed,AIXBTUSDT,short,2025-10-23 01:30:00,0.05317,2.0,5.0,0.0521066,0.0558285,8.0,True,expired,-1.3353368898341105,-1.3353368898341105,2025-10-23 09:00:00,257.0,False,47,0.0538799986243248,874.9627962696684,
completed,AVNTUSDT,long,2025-10-23 01:30:00,0.6309,2.0,5.0,0.643518,0.599355,8.0,True,win,2.0000000000000027,2.0000000000000027,2025-10-23 06:17:00,142.0,False,48,0.643518,876.9627962696684,
completed,MOODENGUSDT,short,2025-10-23 01:30:00,0.10787,2.0,5.0,0.10571259999999999,0.1132635,8.0,True,expired,-2.1507339016925124,-2.1507339016925124,2025-10-23 09:00:00,358.0,False,49,0.1101899966597557,874.8120623679758,
completed,ARCUSDT,short,2025-10-23 01:30:00,0.0123,2.0,5.0,0.012054,0.012915000000000001,8.0,True,expired,-0.6504081613649184,-0.6504081613649184,2025-10-23 09:00:00,388.0,False,50,0.012380000203847885,874.1616542066109,
completed,TRUTHUSDT,long,2025-10-23 05:30:00,0.016538,2.0,5.0,0.01686876,0.0157111,8.0,True,win,1.9999999999999962,1.9999999999999962,2025-10-23 06:16:00,45.0,False,51,0.01686876,876.1616542066109,
completed,FARTCOINUSDT,short,2025-10-23 05:30:00,0.3287,2.0,5.0,0.32212599999999997,0.345135,8.0,True,expired,-3.4377863024881945,-3.4377863024881945,2025-10-23 13:00:00,450.0,False,52,0.3400000035762787,872.7238679041227,
completed,DOLOUSDT,short,2025-10-23 05:30:00,0.07778,2.0,5.0,0.0762244,0.081669,8.0,True,expired,-1.7613766064034457,-1.7613766064034457,2025-10-23 13:00:00,451.0,False,53,0.0791499987244606,870.9624912977192,
completed,XPINUSDT,long,2025-10-23 05:30:00,0.004993,2.0,5.0,0.00509286,0.0047433499999999995,8.0,False,no_entry,0.0,0.0,,0.0,False,54,,,
completed,IDOLUSDT,long,2025-10-23 05:30:00,0.03841,2.0,5.0,0.0391782,0.0364895,8.0,True,win,2.0000000000000093,2.0000000000000093,2025-10-23 07:50:00,133.0,False,55,0.0391782,872.9624912977192,
completed,POPCATUSDT,short,2025-10-23 05:30:00,0.1425,2.0,5.0,0.13965,0.14962499999999998,8.0,True,expired,-3.438601159212891,-3.438601159212891,2025-10-23 13:00:00,451.0,False,56,0.14740000665187836,869.5238901385063,
completed,ARIAUSDT,long,2025-10-23 05:30:00,0.17548,2.0,5.0,0.1789896,0.166706,8.0,True,loss,-5.000000000000003,-5.000000000000003,2025-10-23 08:32:00,183.0,False,57,0.166706,864.5238901385063,
completed,PENGUUSDT,short,2025-10-23 05:30:00,0.01993,2.0,5.0,0.0195314,0.0209265,8.0,True,expired,-1.2242870658591243,-1.2242870658591243,2025-10-23 13:00:00,450.0,False,58,0.020174000412225723,863.2996030726472,
completed,XPLUSDT,short,2025-10-23 05:30:00,0.3429,2.0,5.0,0.33604199999999995,0.360045,8.0,True,expired,-3.178768958945292,-3.178768958945292,2025-10-23 13:00:00,445.0,False,59,0.3537999987602234,860.1208341137019,
completed,GOATUSDT,short,2025-10-23 05:30:00,0.05002,2.0,5.0,0.0490196,0.052521000000000005,8.0,True,expired,-2.1791271856430727,-2.1791271856430727,2025-10-23 13:00:00,451.0,False,60,0.05110999941825867,857.9417069280588,
completed,UBUSDT,long,2025-10-23 05:30:00,0.050165,2.0,5.0,0.0511683,0.04765675,8.0,True,loss,-5.000000000000007,-5.000000000000007,2025-10-23 05:31:00,2.0,False,61,0.04765675,852.9417069280588,
completed,SPXUSDT,short,2025-10-23 05:30:00,0.8936,2.0,5.0,0.875728,0.93828,8.0,True,loss,-5.000000000000006,-5.000000000000006,2025-10-23 06:15:00,46.0,False,62,0.93828,847.9417069280588,
no_data,BONKUSDT,,2025-10-23 05:30:00,,,,,,,,,,,,,False,63,,,
completed,HANAUSDT,short,2025-10-23 09:30:00,0.05024,2.0,5.0,0.0492352,0.052752,8.0,True,loss,-5.000000000000001,-5.000000000000001,2025-10-23 09:31:00,2.0,False,64,0.052752,842.9417069280588,
completed,EVAAUSDT,long,2025-10-23 09:30:00,7.9022,2.0,5.0,8.060243999999999,7.507089999999999,8.0,True,loss,-5.000000000000009,-5.000000000000009,2025-10-23 09:31:00,2.0,False,65,7.507089999999999,837.9417069280588,
completed,MOODENGUSDT,short,2025-10-23 09:30:00,0.10775,2.0,5.0,0.105595,0.1131375,8.0,True,expired,-2.626447611231263,-2.626447611231263,2025-10-23 17:00:00,451.0,False,66,0.11057999730110168,835.3152593168276,
completed,FFUSDT,short,2025-10-23 09:30:00,0.13538,2.0,5.0,0.1326724,0.142149,8.0,True,loss,-4.999999999999998,-4.999999999999998,2025-10-23 09:31:00,2.0,False,67,0.142149,830.3152593168276,
completed,PROVEUSDT,short,2025-10-23 09:30:00,0.7988,2.0,5.0,0.782824,0.83874,8.0,True,loss,-5.0000000000000115,-5.0000000000000115,2025-10-23 11:56:00,147.0,False,68,0.83874,825.3152593168276,
completed,BTRUSDT,short,2025-10-23 09:30:00,0.06919,2.0,5.0,0.0678062,0.0726495,8.0,True,loss,-5.000000000000006,-5.000000000000006,2025-10-23 09:31:00,2.0,False,69,0.0726495,820.3152593168276,
completed,ARCUSDT,short,2025-10-23 09:30:00,0.01232,2.0,5.0,0.012073599999999999,0.012936,8.0,True,loss,-5.000000000000003,-5.000000000000003,2025-10-23 13:31:00,238.0,False,70,0.012936,815.3152593168276,
completed,COAIUSDT,long,2025-10-23 09:30:00,14.068,2.0,5.0,14.349359999999999,13.3646,8.0,False,no_entry,0.0,0.0,,0.0,False,71,,,
completed,ARIAUSDT,long,2025-10-23 13:30:00,0.17329,2.0,5.0,0.1767558,0.16462549999999998,8.0,True,win,1.999999999999995,1.999999999999995,2025-10-23 14:10:00,41.0,False,72,0.1767558,817.3152593168276,
completed,TRUTHUSDT,long,2025-10-23 13:30:00,0.016718,2.0,5.0,0.01705236,0.0158821,8.0,True,loss,-5.000000000000003,-5.000000000000003,2025-10-23 13:31:00,2.0,False,73,0.0158821,812.3152593168276,
completed,RIVERUSDT,long,2025-10-23 13:30:00,8.813,2.0,5.0,8.989260000000002,8.37235,8.0,True,win,2.0000000000000107,2.0000000000000107,2025-10-23 13:51:00,22.0,False,74,8.989260000000002,814.3152593168276,
completed,XPINUSDT,long,2025-10-23 13:30:00,0.007865,2.0,5.0,0.008022300000000001,0.00747175,8.0,True,loss,-5.000000000000004,-5.000000000000004,2025-10-23 17:02:00,3.0,False,75,0.00747175,809.3152593168276,
completed,IDOLUSDT,long,2025-10-23 13:30:00,0.03889,2.0,5.0,0.0396678,0.0369455,8.0,True,expired,-1.517099174260176,-1.517099174260176,2025-10-23 21:00:00,451.0,False,76,0.03830000013113022,807.7981601425674,
completed,PENGUUSDT,short,2025-10-23 13:30:00,0.020476,2.0,5.0,0.02006648,0.021499800000000003,8.0,True,win,2.0,2.0,2025-10-23 20:58:00,349.0,False,77,0.02006648,809.7981601425674,
completed,HANAUSDT,short,2025-10-23 17:30:00,0.05382,2.0,5.0,0.0527436,0.056511,8.0,True,win,1.9999999999999967,1.9999999999999967,2025-10-23 18:41:00,72.0,False,78,0.0527436,811.7981601425674,
completed,COAIUSDT,long,2025-10-23 17:30:00,16.805,2.0,5.0,17.1411,15.964749999999999,8.0,True,loss,-5.000000000000006,-5.000000000000006,2025-10-23 17:59:00,21.0,False,79,15.964749999999999,806.7981601425674,
completed,FFUSDT,short,2025-10-23 17:30:00,0.15107,2.0,5.0,0.1480486,0.15862350000000003,8.0,True,expired,-1.032634743187796,-1.032634743187796,2025-10-24 01:00:00,451.0,False,80,0.1526300013065338,805.7655253993796,
completed,AVNTUSDT,long,2025-10-23 17:30:00,0.6591,2.0,5.0,0.672282,0.626145,8.0,True,win,2.000000000000004,2.000000000000004,2025-10-24 00:16:00,407.0,False,81,0.672282,807.7655253993796,
